POST ID	POST TEXT
3598ed3be42c232e0ff8a4fb67e635fb	79-year-old man who lived at Eastwood Drive dies of dengue: MOH, NEA.SINGAPORE - A 79-year-old Singaporean man has died of dengue fever at Mount Elizabeth Novena Hospital.In a joint release on Thursday night (Aug 4), the Ministry of Health (MOH) and the National Environment Agency (NEA) said that the man was admitted on July 30 and died on Thursday after his condition deteriorated.The man is the seventh reported victim of dengue this year. A 72-year-old woman who lived in Simei and died on June 25 was the last reported case.The man lived at Eastwood Drive, an active dengue cluster off Bedok Road.Operations to kill adult mosquitoes and destroy potential breeding sites in the area have been ongoing since the notification of the cluster on July 13, the release said."NEA has conducted multiple rounds of inspections in residential premises and outdoor areas including common areas in the estate."Singapore could be facing another surge in infections after the NEA reported rising numbers of the Aedes aegypti mosquito that spreads the disease. The number of dengue cases this year crossed the 10,000 mark at the start of August.In the latest release, the NEA and MOH said: "As we are in the traditional peak dengue season, we are anticipating an upward trend in the number of dengue cases in the coming months."It added that Gravitrap data has shown a steady increase in the Aedes mosquito population. 
365e07b5a3b372842e3c202a1a779861	BCA gives out 158 scholarships for built environment courses.SINGAPORE - She works in an industry with just about 30 per cent women, and even fewer in managerial positions. But Ms Lim Kah Huay, 27, an assistant manager at developer City Developments Limited (CDL) , was able to prove that she could excel.Mrs Lim said that when she started in the construction industry, people doubted that she could progress in the male-dominated industry."I think being in this field for four years, I can prove them wrong," she said, adding that people did not think that she was there to manage a project when they see her on a construction site."But the thing is, when I'm in there, learning from my seniors in the field, as long as you know what you are doing, you are very firm, and you are very determined, you are definitely able to convey what you want to the construction team regardless of which gender you are," said Ms Lim, who was awarded a joint scholarship from the Building and Construction Authority (BCA) and CDL in 2008.On Thursday (Aug 4), the BCA presented 158 scholarships to undergraduates and diploma students from built environment courses at a ceremony at Concorde Hotel.Awarded in partnership with more than 200 industry firms, the scholarships represent an initiative by the BCA and the industry to attract and retain talent in sectors such as construction, architecture, and engineering.At the event, guest of honour, Senior Minister of State for Home Affairs and National Development Desmond Lee, said technology was key to building more efficiently, productively, and safely.Mr Lee cited the use of drones to spray paint buildings instead of workers, and using augmented reality to optimise the design of building interiors even before the start of construction."Embracing these technologies also allows us to create new opportunities, good careers, new niches for Singaporeans, especially young Singaporeans like you, bright, innovative, and technologically savvy," he said.Mr Lee said that since 2013, the BCA and its industry partners have given a total of 1,700 scholarships and sponsorships to local students.Of the 158 scholarships given out this year, 48 were awarded directly by the BCA, while 110 were awarded in partnership with industry firms. Of the 110, 11 scholarships were for diploma studies, while 99 were for undergraduate studies. The Straits Times understands that there are about 980 scholarship applicants this year.tianjie@sph.com.sg 
3706031c6cd8acf01a2579ad63e7955f	Man jailed 10 months for theft of $30,700 worth of gym equipment from employer.SINGAPORE - A technician who stole $32,700 worth of gym equipment from his employer was jailed for 10 months on Friday (Aug 5).Suhaime Jamin, 48, was employed by AIBI International when he stole equipment from the company at Yishun Industrial Park A on 11 occasions last October. He is the third employee to be convicted and sentenced after admitting to four of 11 charges.Two others - his 28-year-old nephew, former technician Muhammad Sairilpaezel Mohd Pungot, and Iskandar Kamsan, 29 - were given 12 months' jail and two weeks' jail respectively for their offences.Investigation showed that Ermin Woon, 32, an ex-employee of AIBI, had placed advertisements of brand new AIBI machines on the Facebook page of his company, Home Fitness.Concurrently, AIBI's marketing director was alerted by her staff of missing stocks in the warehouse.On Oct 13, 19 and 27 last year, she was alerted that Suhaime and Sairil were implicated in the theft of new fitness machines.Investigations showed that Sairil knew Woon three years earlier when the latter was working for AIBI.Sometime in June last year , Woon asked Sairil if he had "anything" for him. He was referring to AIBI machines.Subsequently, Sairil would look out for new AIBI machines in the warehouse to sell them to Woon.He would bring the equipment out from the fourth floor of the warehouse and hide it behind a shutter on the first floor.Both he and Suhaime would load the equipment into a company lorry, drive to Choa Chu Kang Road and sell them to Woon. Woon's case is pending.When Suhaimi left the company in October, Sairil got Iskandar to help him steal, load and drive the company van to Old Choa Chu Kang Road.Investigation showed that Woon would pay $100 to $340 for each equipment delivered to him. Suhaimi had spent his earnings of about $2,800.Police recovered 11 equipment worth $17,703 .Suhaimi could have been jailed for up to seven years and fined on each charge.
3744b80f7f31279c6d1fd87557d622ba	Not afraid to buck the trend and follow her own calling.At a time when most polytechnic students went straight to work after graduating, she decided to buck the trend.She went on to get an honours degree in virology and immunology at the Queensland University of Technology in Australia. Now, after 20 years and a post-doctoral stint, Associate Professor Lok Shee-Mei is part of the emerging infectious diseases programme at Duke-NUS Medical School.Even as a student at Bedok Town Secondary School, she knew she was interested in science."But the traditional way of doing things didn't interest me because... I couldn't see the application," said Prof Lok, now 42. "I thought I wouldn't do well in a JC setting as it was going to be the same."Instead, she signed up for a biotechnology course at Ngee Ann Polytechnic, from which she graduated in 1993. She called it "one of the best decisions I ever made".In the early 2000s, she started working on a doctoral degree, and got married. Then, her research proved frustrating because she could not get certain protein crystals to form."Nothing was working out, and I thought - I need to do something with my life. So I decided to have a baby," she said, laughing.She knew she wanted to do postdoctoral research, and the best place for that was in the United States. She went there in 2004, but her husband and young daughter stayed behind."I earned so little, and I couldn't support my family, so they had to stay here," she recalled. "We were apart for four years... The thing that gave me the strength to continue was that I felt I was learning something every day."She later returned to Singapore and had a son, who turns four this year. Whether her children follow in her footsteps, however, is up to them."I strongly believe you should do what you like," she said. "Don't let your parents tell you no."Linette Lai 
37483e1132f353225b98b5196b018f91	The Straits Times' News In A Minute: July 28, 2016.In today's The Straits Times News In A Minute video, we look at:* A bicycle-sharing scheme, which allows members of the public to pick up bicycles at a self-service docking station, will start in the Jurong Lake District by the end of 2017, and could be expanded to Marina Bay city centre, Tampines and Pasir Ris towns.* Retailers have a one-year grace period before the tobacco display ban takes effect in August 2017. * Ikea has recalled another six chocolate products which are not suitable for consumers allergic or sensitive to hazelnut and/or almond.  
37845d14c258417cda93379e8401999d	Those who preach extremism more dangerous than those who commit violence: Shanmugam.SINGAPORE - Home Affairs Minister K. Shanmugam said on Friday (July 29) that individuals who preached extremism and motivate others to commit violence were more dangerous than those who inflict physical harm and kill.Calling such idealogues a "dangerous, pernicious influence", he said Zulfikar Mohamad Shariff - who was detained this month (July) for terrorism-related activities - had to be as he was seeking to make ordinary people into terrorists."He really wanted to brainwash Muslims in Singapore to reject the democratic nation state and instead have an Islamic caliphate," Mr Shanmugam said.Zulfikar, 44, managed to radicalise two Singaporeans: security guard Muhammad Shamin Mohamed Sidek, 29, who was detained last July, and businessman Mohamad Saiddhin Abdullah, 33, who was issued with a Restriction Order this month.Mr Shanmugam, who is also Law Minister, added that there was a clear difference between advocating a cause through social activism and glorifying terrorism under the cover of religious freedom and freedom of speech.Zulfikar had made a number of postings on social media supporting the actions of the Islamic State of Iraq and Syria (ISIS)."Radicalising people, recruiting people to go and fight overseas, glorifying ISIS and taking steps to say that there should be an Islamic caliphate in Singapore - I think that, for us, that crosses the line," he said.Separately, Communications and Information Minister and Minister-in-charge of Muslim Affairs Yaacob Ibrahim said the arrests are a stark reminder that the risks to Singapore society are real. The arrests also reflect the open and porous nature of the Internet which allows terrorist ideologies to infiltrate, he wrote in a Facebook post."No country can also fully block the Internet and prevent what comes in. What is more important is the resilience and cohesion of the nation and our people," he said. "Hence, quick action by citizens to report any potential threats to the authorities is critical to combat the spread of extremism." 
3858511bc630207e80ead7ece33704d0	ST Explainers: PSLE grading, rail financing, South China Sea ruling.It has been an action-packed fortnight. At home, headlines were dominated by the announcement of the new rail financing framework, the new PSLE grading system and the signing of the MOU on the Singapore-KL High Speed Rail. Internationally, The Hague issued a ruling on the South China Sea, Britain gained a new premier and Cabinet, and the focus in the US presidential race turned to vice-presidential candidates.PSLE to have 8 scoring bandsMajor changes to the Primary School Leaving Examination (PSLE) grading system were announced by the Ministry of Education on July 13. Instead of the current T-score, eight scoring bands called Achievement Levels (ALs) will be used. For an explainer on why the changes will be implemented and the details of the ALs, go to http://str.sg/45JH.High-speed rail MOU signedThree years in the making, the memorandum of understanding (MOU) on the historic high-speed rail link between Singapore and Kuala Lumpur was signed in Putrajaya on July 19. Prime Minister Lee Hsien Loong and his Malaysian counterpart Najib Razak witnessed the signing, which heralded the formal start of work on the project. For details on the project, read our listicle and watch a video at http://str.sg/452S.Govt to take over SMRT's assetsAfter four years of negotiation, SMRT and the Land Transport Authority announced a new rail financing framework under which the Government will take over SMRT's operating assets from Oct 1. Find out nine things about the deal at http://str.sg/45G7.New woman in Downing StreetThe fallout from Brexit continued as Mrs Theresa May took office as Britain's new prime minister on July 13. We look at why the 59-year-old has frequently been compared to Britain's famous Iron Lady, Mrs Margaret Thatcher. http://str.sg/45pDAlso in the spotlight is the new First Husband, Mr Philip May, a relationship manager with the Capital Group. His sense of style has turned him into an unlikely social media object of scrutiny too. Read more about the man behind the woman. http://str.sg/45GmRunning mates in US electionAs Mr Donald Trump and Mrs Hillary Clinton geared up to pick their running mates in the United States presidential race, ST Explainers took a look into the crystal ball to assess their likely vice-presidential picks.The three Republicans who made the shortlist, http://str.sg/45SJ, included Mr Trump's eventual choice, Mr Mike Pence.Mrs Clinton has a more open field to choose from, with five potential Democratic candidates. http://str.sg/45SoRuling on South China SeaAn Arbitral Tribunal at The Hague issued a landmark ruling on July 12, declaring that China had no legal basis to claim historic rights to resources in the South China Sea. We crunch down the details of the decision, and how the countries involved reacted. http://str.sg/4ivT 
38d0994a8060d506f63e00eb0d161528	Slow start to bank scheme that protects Indonesian maids.Only about half of the estimated 200 employment agencies here that focus on placing Indonesian domestic workers have signed on to a compulsory bank scheme that seeks to protect workers.So far, some 20 workers on the scheme, announced last month, have started work in Singapore, said Association of Employment Agencies (Singapore) (AEAS) president K. Jayaprema on Thursday.Under the Household Service Workers Industry Scheme, which is part of the Indonesian government's efforts to improve the welfare of its overseas workers, domestic helpers take up personal loans from Maybank Indonesia to pay the costs of application procedures and placement fees in Indonesia.Employers would no longer pay for this first and then deduct a portion of the helper's monthly salary. Instead, they will credit the helper's full salary every month into her local Maybank account and she will settle the loan. The scheme also caps the service fee helpers pay to the Singapore agency and sets a minimum salary of $550.Ms Jayaprema said it was just a matter of time before other agents got on board."When you introduce something new, people may drag their feet," she said at a networking session she had organised for about 150 Indonesian recruiters and local employment agents on Thursday.Agreements were signed at the event between AEAS, the Indonesian Manpower Services Association, which represents recruiters, and Maybank Indonesia to formalise the cooperation on the bank scheme.Agencies have to be accredited with AEAS to join the scheme. But this requirement may be holding some of them back, said Mr Yeo Guat Kwang, chairman of the National Trades Union Congress-run Centre for Domestic Employees, adding that he hopes the scheme will be made more widely available.He said it would help minimise disputes between domestic workers and employers as potentially conflicting financial matters are handled by the bank."The Indonesian government said they want to stop maids from coming, and I think their main concern is they want their workers to be treated fairly. If we can in all ways try to make the recruitment and employment practices fairer, I don't think they would stop their workers working for us," he said.Ms Jayaprema said the accreditation is necessary because AEAS will monitor the scheme's implementation here to ensure that maids get their bank accounts and do not have unfair salary deductions made by employers.A similar bank scheme was introduced a few years ago but failed to take off, said Ms Roziah Mohd Noh, director of AZA Employment Agency, adding that the current scheme has more oversight from various organisations.Clients she spoke with have been open to the scheme, she added."Employers like the idea of not having to put down a lump sum... A few thousand dollars can be a big burden for some and the sum's now been halved," she said. 
392190eae4b3c30e09f2e78724811eb3	Air force looking into fighter training in Guam.Singapore's air force is exploring the possibility of conducting fighter training in Guam, and could even set up a training facility on the US island territory, Prime Minister Lee Hsien Loong said.In an interview on Wednesday with the Singapore media to wrap up his official visit to the US, Mr Lee said the Republic of Singapore Air Force (RSAF) is always looking for opportunities to expand its training options, because of airspace constraints in Singapore."So we have fighter training in America, flying training in Australia - we have a flying training school there, we have got a facility in France in Bordeaux; and Guam, geographically, is a bit closer than these places," he said.Other places that Singapore's air force trains at: Mountain Home Air Force Base, Idaho: Detachment established in 2008, with training conducted using Republic of Singapore Air Force (RSAF) F-15SG fighter aircraft. Grand Prairie, Texas: RSAF CH-47 Chinook helicopters (since 1995) Luke Air Force Base, Arizona: RSAF F-16C/D Fighting Falcons (since 1992) Marana, Arizona: RSAF AH-64 Apache helicopters (since 2001).SOURCE: REPUBLIC OF SINGAPORE AIR FORCE"Not as close as next door, but not so far away," Mr Lee said of the island in the Pacific Ocean, which is also home to the US Andersen Air Force Base.While the discussions between the two countries are still in a preliminary stage, Mr Lee said there is a "good possibility" of Singapore and the US working together, and developing a training facility there.Mr Lee, who has been on a six-day visit to the US to celebrate 50 years of diplomatic relations between the two countries, met US President Barack Obama at the White House on Tuesday.Defence was among the areas of strategic partnership both leaders affirmed a commitment to working on together.A joint statement by Singapore and the US, following the meeting, said: "The two leaders expressed support to explore new training opportunities for the Singapore Armed Forces in Guam, with an eye toward a potential long-term training detachment for the RSAF."Singapore trains or stations approximately 1,000 personnel each year in the US, said the statement.The RSAF has four detachments in the US - two in Arizona and one each in Texas and Idaho. It has one more in France and another two in Australia - Queensland and Perth.Defence analyst Ho Shu Huang said due to Singapore's limited airspace, adding another training area in Guam gives the RSAF more options. "It also signifies the strong bilateral defence ties between the Singapore and the US," said Mr Ho, an associate research fellow at the Institute of Defence and Strategic Studies, S. Rajaratnam School of International Studies.Mr Ho added: "The US has plans to increase its military presence in Guam, and while it's too early to say, this could provide more training opportunities for both armed forces."The Singapore-US joint statement also noted that "President Obama welcomed Singapore's continued interest in the F-35 aircraft."The F-35, known as the Joint Strike Fighter, has been in development by Lockheed Martin since 2001 but has faced criticism for delays and ballooning production costs. Singapore's defence ministry said in May that the fighter is "still under evaluation". 
3af26dd1d48d9d64c8d13e4955af5e3f	Home Briefs: Man jailed 10 months for cheating pawnshops.Man jailed 10 months for cheating pawnshopsA man was jailed for 10 months yesterday for conspiring to cheat pawnshops by pawning jewellery comprising fake and real gold, and pocketing a total of $17,420.Saje Husiadi, 56, admitted to three charges of scheming with Mohamad Nur Fadly Rosli, 34, to cheat Ban Joo Pawnshop, Shing Heng (East) and Loong Shing Pawnshop in March this year.Another three similar charges were considered in sentencing.Saje deceived the staff of the various pawnshops into believing that the jewellery to be pawned were made totally of real gold. The staff ended up handing him cash of between $2,100 and $3,770.He was working for Fadly who created the jewellery made of fake and real gold. Fadly's case is pending.12 govt projects get Minister's AwardThe Ministry of National Development yesterday lauded 12 projects run by its agencies for their contribution to Singapore.Among the winners were the Housing Board's initiative in building the first green and sustainable neighbourhood in the mature estate of Yuhua.The National Parks Board was also recognised for the inscription of Singapore Botanic Gardens as a Unesco World Heritage Site.The projects were given the annual Minister's Award, which was first introduced in 2006.SUTD student projects solve real problemsSingapore University of Technology and Design yesterday unveiled 43 projects by its final year students. The under- graduates showcased their ability to apply classroom skills to solving real world problems and improving real-life situations.Of the 43 projects, 29 were developed in collaboration with a range of industry partners from local transport provider SMRT to Korean big player Samsung.Projects ranged from using smart technologies for indoor farming and beverage brewing to bicycle sharing applications and portable personal mobility devices.Some also aimed to resolve medical issues. The Fuga Digital Chest Drain Device automates the process of draining excess fluid out of one's lungs, which makes the procedure more efficient. 
3b91c4c4daccfdcc5001658e94275636	Tampines residents get preview of integrated community hub.SINGAPORE - A community and lifestyle hub in Tampines on Sunday opened its doors to much fanfare, after some five years of upgrading works.About 5,000 residents who turned up for a sneak peek at Our Tampines Hub on Sunday (Aug 7), and many were eager for the facility to fully open its doors by June 2017, when facilities such as a library, gym and jogging track will be ready.The hub, located at the former Tampines Stadium and Tampines Sports Hall, will be opened in three phases from November 2016.Residents can start visiting the hub then for their fix of hawker fare, or to play sports at the badminton courts or team sports hall.The second phase, which includes facilities like a bowling alley and karaoke centre, will be ready by March 2017.The hub is expected to be fully open by June 2017. It will benefit the 200,000 residents who now live in Tampines."How fitting it is... to have our first event at Our Tampines Hub coincide with National Day celebrations," said Mr Masagos Zulkifli, an MP for Tampines GRC and Minister for the Environment and Water Resources.Many of the residents who joined in Sunday's celebrations turned up in red-and-white, and sang along to familiar patriotic tunes such as Home and Five Stars Arising.The event also included a job fair of some 900 jobs available at the hub - such as in the upcoming food and beverage outlets or childcare centres there.Mr Masagos also told residents that Finance Minister Heng Swee Keat, also an MP of Tampines GRC, was recovering well."I'd like to share with everyone that Mr Heng is recovering well. I've spoke to him and he's monitoring our activities from home. He'd like to thank you all for the support and prayers," Mr Masagos said to applause.Mr Heng is currently on medical leave after he collapsed during a Cabinet meeting on May 12 from a stroke due to an aneurysm, a localised weakening of a blood vessel.He underwent a successful endovascular coil embolisation - surgery to seal off the aneurysm on the same day of the stroke.
3be95fc8907267ea344285443155bb5a	Man jailed 12½ years for sexually abusing daughter.SINGAPORE - She was only 10 years old when her biological father inflicted the "gravest form of sexual abuse" on her - he sodomised her while she was still in her school uniform.When he molested her on another day that same month, in October 2005, the then-Primary Four pupil asked him whether all fathers did such acts on their daughters.The question shocked the man, but it did not stop him, as he continued to sexually abuse her that month.Nine years later, when she was 19, he started molesting her again. After suffering in silence over the years, she worked up the courage to report him to the police.On Monday (July 25), the 51-year-old man was jailed 12½ years by the High Court after he pleaded to one charge of sodomy and two charges of molestation.Four other charges - of molestation and sexual exploitation of a child - were taken into consideration.The technician cannot be caned as he is more than 50 years old. He cannot be named to protect the identity of his daughter, who is now 21 years old.According to the man's lawyer, his wife had run away from home in October 2005.One afternoon that month, the man told his daughter to follow him to the master bedroom after fetching her home from school. The girl's two brothers were still in school at the time.As her father abused her, the victim tried to withhold her tears out of fear that he would scold her. When she burst into tears, he stopped.On another day, he again told her to go to the bedroom where he did a sexual act on her. Despite feeling that his actions were "regrettable" after she asked if all fathers did this, he went on to molest her one more time and made her do an indecent act twice.In 2014, when she was 19, he molested her once in July and once in October. After the second incident, she decided to leave the flat and made a police report.In a statement to the court about the impact the abuse left on her, the victim said that she lived in constant fear of being molested. "I could not love him and would never love him because of what he did to me when I was younger," she said."I was innocent but my father breached my innocence by exposing me to adult sexual behaviors and he used his authority on me. I was never willing."The victim said she once tried to kill herself when she was in secondary school."The scar that my father has left me is irreversible." 
3c0bb4c29b1f48f6593ba740c8dd72de	Man on rap posed as cop again to molest maid.A day before he was due to appear in court last month for pretending to be a policeman, a freelance tutor did it again. He posed as a policeman and asked to see a couple's work permits.This time, Parthiban R. Kandasamy, 39, then went on to molest and insult the modesty of a 31-year- old Indonesian domestic worker.This happened on June 5, and he was sentenced to 18 months' jail yesterday - nine months for the sexual offences and nine months for impersonation.This term will start after he completes his current four-month jail sentence for pretending to be a policeman in the previous case.The court heard that the maid was with her construction-worker boyfriend from Bangladesh at the sky garden at Block 88, Tanglin Halt Road, when Parthiban approached them. He identified himself as a policeman and asked for their work permits.He looked at the permits and led the 31-year-old Bangladeshi national to a nearby staircase landing. He questioned him about his relationship with the woman.Parthiban returned to the garden, told the man to wait there and asked the maid to follow him to the staircase landing.There, he asked her what they had been doing. She said they had just been talking, and Parthiban told her not to lie.He then asked if she had any cigarettes. When she said she did not, he touched her hip area on the pretext of checking for cigarettes.He then told her to pull up her tank top and lift up her skirt.He then asked her again what they had been doing. When she said they had been kissing, he asked her to show him and she kissed him on his mouth.Parthiban then grabbed her and kissed her on the lips. He also made her touch his groin area.He returned her the work permit, walked with her back to the garden area and told her to leave. He also told the Bangladeshi man to leave when he found him waiting for the victim.The maid went home and told her employers, who took her to make a police report.In his submissions on sentencing, Deputy Public Prosecutor James Chew said Parthiban had behaved like a predator and had gone about committing offences in a "very measured, deliberate and calculated way".He said Parthiban, a recalcitrant offender, deserved a "stronger sentence" to deter him.Parthiban, who is married, had similar convictions for molestation in 2000, and for carnal connection in 2008.He could have been jailed for up to two years and fined for impersonation.For outrage of modesty, he could have been jailed for up to two years, fined, caned or received any combined punishment.The maximum punishment for insulting a woman's modesty is one year's jail and a fine. 
3c2ecc39d58bb4cda34e30b079f41afc	All-electric fleet of taxis to hit roads in September.Singapore's sixth taxi company is set to make an "electrifying" debut when its cars hit the road in two months' time.Newcomer HDT Singapore Taxi will be the first taxi firm here with an all-electric fleet. Yesterday, it said it plans to start operations in the first week of September, after getting approval from the Land Transport Authority (LTA).The firm plans to start with more than 10 vehicles, before progressively ramping up its fleet to 100 by the first quarter of next year.An LTA spokesman said HDT Singapore Taxi has been given a licence to operate in an eight-year trial, as part of a government plan to explore the feasibility of fleet-based electric vehicle (EV) operations.HDT Singapore Taxi managing director James Ng told The Straits Times that fares will be "competitive and tagged to the market rate", with details to be released after the Public Transport Council approves its pricing structure.Registered as a company in April, HDT Singapore Taxi will join a market with five other taxi operators which run a total of more than 28,000 cabs.It will be the only one to employ full-time drivers. The other oper- ators rent out vehicles to cabbies.Mr Ng said drivers can earn a gross monthly pay of about $3,300, including Central Provident Fund contributions, if they meet "reasonable" revenue targets and deliver good customer service.HDT Singapore Taxi will use electric vehicles from BYD (Build Your Dreams), a Shenzhen-based auto and battery maker that has United States investment guru Warren Buffett as a shareholder. It will use BYD's fully-electric e6 model, which has a range of about 350km and a battery that can be fully charged in about 90 minutes.The firm's e-taxi operations will tie in with the Government's plans to widen the testing of EVs here.The first phase, which involved individual corporate users, concluded three years ago and the authorities are now exploring the viability of fleet-based operations.An islandwide EV car-sharing scheme will be rolled out from next year, growing to a fleet of 1,000 by 2020.As it is a trial, HDT Singapore Taxi's fleet size will be capped at 100. In comparison, taxi operators are required by LTA to grow to 200 by their first year of operations, and to 800 by the fourth.However, HDT Singapore Taxi is still expected to comply with availability and service standards, as well as regulations on fare structures.Business development executive Haley Chan, 26, said: "I'm keen to try out the taxis, to get a feel of an electric car. But it also depends on how much they cost."Those who wish to join HDT Singapore Taxi as cabbies can call 6258-8888 from 8.30am to 6pm on weekdays. 
3c598f36def74c8c8fcc14504f24cf5b	O-level Higher Chinese exam to include oral component from this year.This year's candidates for O-level Higher Chinese will be the first batch to be examined for their oral skills, in addition to written competency, Lianhe Zaobao reported yesterday.In response to questions from the Chinese daily, the Ministry of Education (MOE) said the exam formats for O-level higher languages will be adjusted starting from this year, with Higher Chinese being one of them, to ensure that the curriculum and examination criteria are more closely aligned.Previously, the O-level Higher Chinese exam comprised two papers focusing on composition and reading comprehension.From this year, there will be a third component assessing listening and speaking skills.The MOE added that a review committee in 2010 had suggested incorporating an oral component into higher language exams to help strengthen students' oral abilities.Unlike the oral examination for Chinese as a second language, in which candidates read out a passage, Higher Chinese candidates will first be given 10 minutes to view a narrated video and take notes.The candidate will then be given two minutes to present his or her views on the topic to the examiner, after which the examiner will pose questions and have a dialogue with the candidate.There may also be new elements in the two written papers, including sections on correcting problematic sentences and even on the use of language in blogs.Teachers interviewed welcome the changes, which they said will make the assessment more holistic and more relevant to students' everyday lives.Lin Yangchen 
3c60a4ecd3335b10aa53a5652947d85e	Singapore a target for ISIS, whether or not it joins US coalition: PM Lee.WASHINGTON - Singapore is a target for the Islamic State in Iraq and Syria (ISIS) whether or not the country participates in the US-led coalition against the militant group, said Prime Minister Lee Hsien Loong on Wednesday (Aug 3).He was explaining that the decision to send a medical team to contribute to the effort against ISIS was made with Singapore's safety in mind.Speaking to reporters from Singapore as he wrapped up an official visit to the US capital, PM Lee dismissed the notion that Singapore's participation would make it more of a target."We are a target of ISIS anyway. The JI (Jemaah Islamiyah) were looking for us before we did anything and before we knew they existed," he said."If they see Indonesia and Malaysia as legitimate targets, all the more Singapore is a rational, open, cosmopolitan country, and not what they think countries should be, and therefore should be attacked. So do not think that by lying low, we are not going to be a target."On Tuesday, Mr Lee had announced that Singapore would be sending a medical team to contribute to the effort against ISIS. He noted that Singapore also has had detachments in the Middle East for some time.At different times since 2014, Singapore has deployed Singapore Armed Forces (SAF) liaison officers to the US Central Command Headquarters, Intelligence Fusions Officers, an Imagery Analysis Team, and a RSAF KC-135 tanker to support air-to-air refueling operations.The Ministry of Defence said that the deployment would be similar to previous SAF medical deployments during Operation Blue Ridge in Afghanistan. The size of the team has not yet been set and the SAF will first send a Needs Assessment and Survey team to assess the needs, before determining size of the support team.As PM Lee explained in the interview: "We will send a team, we will go and recce, understand the circumstances, understand how best we can work, and whom we are working with, and then we will see how we will do it. But we will do it."Apart from the contribution to the effort against ISIS, the joint statement between the US and Singapore that was released after PM Lee met President Barack Obama in the Oval Office also mentioned that the Singapore Air Force was exploring the possibility of training in Guam - a US territory that is home to the US Andersen Air Force Base.Mr Lee said those discussions were still in the preliminary stages."The Air Force is always looking for opportunities to expand its training options because we are so airspace-constrained in Singapore. So we have fighter training in America, fighter training in Australia - we have a flying training school there, we have got a facility in France in Bordeaux," he said."And Guam, geographically, is a bit closer than these places. Not as close as next door, but not so far away. And the American forces are there, and there is a good possibility of us working together with them, and developing a training facility there. It's something we are discussing but it's still in the preliminary stages."Guam is an island in the Pacific Ocean, approximately a four-hour flight east of the Philippines. 
3d497acdfc72017b9d0a40287786d87f	Law proposed to protect vulnerable adults' identities.A law to protect the identities of vulnerable adults involved in abuse or neglect cases is being proposed by the Government.These adults, once made known to the director of social welfare, will be protected from public scrutiny. Nobody - including individuals, websites and the media - can publish information, photos or videos that can identify them. Those who do so face a fine of up to $5,000, and the penalty doubles on second conviction. The proposed law will also prevent anyone from publishing the location of the vulnerable person's temporary place of safety.Social workers, academics and politicians The Straits Times spoke to applauded the proposed law under the draft Vulnerable Adults Bill, which is now going through public consultation until Aug 23.While abuse cases involving vulnerable people have remained under 200 a year, the authorities want to put more safeguards in place as this population is expected to grow.Keeping their identities from the public eye preserves the dignity of those suffering abuse, experts said.While abuse cases involving vulnerable people have remained under 200 a year, the authorities want to put more safeguards in place as this population is expected to grow.Keeping their identities from the public eye preserves the dignity of those suffering abuse, experts said.Just because a person needs help and intervention does not mean he would want his embarrassment "aired for the world to see", said National University of Singapore sociologist Paulin Straughan.The Ministry of Social and Family Development (MSF) said the intention is to protect these adults from "undue attention, and to minimise the trauma from exposure by the media or members of the public"."It also minimises the possibility of revealing the whereabouts of the vulnerable adult to an alleged perpetrator who may cause further harm," said an MSF spokesman.Keeping identities private also helps to prevent public lynching of possibly innocent family members, added MP (Marine Parade GRC) Seah Kian Peng, who chairs the Government Parliamentary Committee for Social and Family Development.When a video surfaced in July last year of a frail-looking woman being slapped by a younger woman outside their HDB flat, it quickly went viral and received hundreds of comments, many of which pilloried the younger woman.It prompted Social and Family Development Minister Tan Chuan-Jin to say that it is not appropriate for the public "to chip in and criticise one particular party, or canvass for particular actions, or call for people to visit them".Associate Professor Straughan said: "When you post a video online, you are not able to contextualise it for your audience and that's not fair to the people in the video."However, it does not mean that whistle-blowers can no longer alert the authorities to suspected cases of abuse through social media."This provision applies only after a case has been brought to the attention of the director of social welfare," said MSF. "The reporting of a suspected case of abuse, neglect or self-neglect of a vulnerable adult to the ministry - either directly or through social media - would thus not be flouting the law."Still, experts feel that whistle-blowers should report through official channels instead of posting online and calling on a public jury.To encourage people to do so, there should be just one channel of reporting, said Prof Straughan, so that people are assured that cases will not fall through the cracks with multiple agencies involved.Ms Petrine Lim, principal social worker at Fei Yue Family Service Centre, said people need to know who to report to so they will not be discouraged from whistle-blowing.MP for Jalan Besar GRC Denise Phua said public discourse should not come at the expense of one's dignity. "The vulnerable people affected may not want their lives and identities exposed this way."
