post_id,parent_id,source_id,post_type_id,post_datetime,date_key,hour_key,post_text,headline,breaking_news,comment_count,likes_count,share_count,retweet_count,author_id,author_name,post_url,is_analyzed,create_datetime,update_datetime
1001470196609805_1001517309938427,189434891146677_1001470196609805,14,2,"2016-04-12 13:05:04",0,0,"PA owns so many buildings. Must cut down liao.",NULL,NULL,0,0,0,0,10153797296818224,"Damian Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001531176603707,189434891146677_1001470196609805,14,2,"2016-04-12 13:42:01",0,0,"Well that is the budget but how much did they actually spent? We all know about the YOG where the actual spending was many times over the budget. These people are spending public money like no tomorrow and who is suppose to monitor them? Isn\'t that the president job? What has he being doing? Sleeping? In fact what is the whole cabinet doing? Why no one is questioning about this?  Spending the same amount on PA as A*Star & EDB combined is just so not acceptable !",NULL,NULL,0,2,0,0,10207862127244646,"Francis Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001531513270340,189434891146677_1001470196609805,14,2,"2016-04-12 13:43:03",0,0,"It\'s not their money..its the tax payers... Of course it does not matter how it\'s spent...a shameless way to celebrate actually. Thanks to the 70%....they hv empowered this morons with the authority to do as they wish...I really hope the 70% live to regret this.",NULL,NULL,0,2,0,0,1560631824233197,"Chia Teck Ghee",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001575736599251,189434891146677_1001470196609805,14,2,"2016-04-12 15:18:02",0,0,"Public funds misused or misappropriation? He just re distributed the little crumbs to the starving supporters ...pathetic lots.",NULL,NULL,0,0,0,0,10206893488963447,"Soong See Choo",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001595869930571,189434891146677_1001470196609805,14,2,"2016-04-12 16:01:02",0,0,"grassroots under PA right? They go with pap mps to distribute free umbrellas to residents on their walkabouts. whose money are they using?",NULL,NULL,0,1,0,0,1043409889083635,"Mia Liao Wah",NULL,1,NULL,"2016-06-15 06:41:05"
1001470196609805_1001801636576661,189434891146677_1001470196609805,14,2,"2016-04-12 22:27:03",0,0,"Cronies to feed.....",NULL,NULL,0,0,0,0,980015038784927,"Wee Guan",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001575399932618,189434891146677_1001564769933681,14,2,"2016-04-12 15:16:05",0,0,"Why not if they \'re doing a good monkey bussiness throwing peanuts to singa-poor-ean .",NULL,NULL,0,5,0,0,1015477611868741,"JimmySan Chew",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001579329932225,189434891146677_1001564769933681,14,2,"2016-04-12 15:29:03",0,0,"Gosh...She\'s going to visit her psychiatric again each time news liked this was published.",NULL,NULL,0,3,0,0,1319404484739778,"Nigel Fosley Lew",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001580583265433,189434891146677_1001564769933681,14,2,"2016-04-12 15:33:05",0,0,"Ot show that she is monkeying around with our reserveds.
No wonder we lost the money.
How much is left?
Sorry, cannot tell you.
It is TOP SECRET.",NULL,NULL,0,7,0,0,10154297284844429,"Kelvin Ling",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001581646598660,189434891146677_1001564769933681,14,2,"2016-04-12 15:36:02",0,0,"Bo standard",NULL,NULL,0,3,0,0,1114061161992657,"Jack Toh",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001584133265078,189434891146677_1001564769933681,14,2,"2016-04-12 15:39:01",0,0,"This sign created fights in many incidents around my neighbourhood.",NULL,NULL,0,2,0,0,1699900620227596,"Goh Teck Heng",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001586913264800,189434891146677_1001564769933681,14,2,"2016-04-12 15:46:05",0,0,"She did not have to be trusted by anyone, cos she just need to make only one person  \'happy \'.. the games is in her hand... ??",NULL,NULL,0,4,0,0,1743449772569286,"Sam Lee Cheng Teck",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001629269927231,189434891146677_1001564769933681,14,2,"2016-04-12 16:22:05",0,0,"The whole world must be fascinated by this monkey picture.",NULL,NULL,0,1,0,0,1629910363999169,"Jack Chan",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001634903260001,189434891146677_1001564769933681,14,2,"2016-04-12 16:41:03",0,0,"There are many types of gates even though Sg is one of the safest place on earth, cant take chances and do away with gates for security.",NULL,NULL,0,0,0,0,909847479162125,"Foo Yit San",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001635096593315,189434891146677_1001564769933681,14,2,"2016-04-12 16:42:01",0,0,"Watergate, Bill Gate, etc etc etc. The latest: MonkeyGate :-)",NULL,NULL,0,1,0,0,909847479162125,"Foo Yit San",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001635183259973,189434891146677_1001564769933681,14,2,"2016-04-12 16:42:03",0,0,"Or was it TwitterGate?",NULL,NULL,0,1,0,0,909847479162125,"Foo Yit San",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001642696592555,189434891146677_1001564769933681,14,2,"2016-04-12 17:03:04",0,0,"Frankly , Many wouldnt trust this "" AH LIAN "" Ceo with so much money as she dont even knows how to use Tweeter ? Omg !
BOH SWEE CHUN !",NULL,NULL,0,3,0,0,239933233043601,"KJ Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001643249925833,189434891146677_1001564769933681,14,2,"2016-04-12 17:05:03",0,0,"Some not so successful people have childish syndrome. True character display",NULL,NULL,0,2,0,0,1628607404126445,"Tay Stephen",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001645349925623,189434891146677_1001564769933681,14,2,"2016-04-12 17:10:05",0,0,"Already lost billions...... not reported",NULL,NULL,0,3,0,0,10206920224023929,"Robert Luo Bo",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001664953256996,189434891146677_1001564769933681,14,2,"2016-04-12 17:59:01",0,0,"A shameless arrogant embarrassment to anyone anywhere, a perfect match for the man she married.",NULL,NULL,0,6,0,0,10209812493131911,"Bernard Seow",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001667739923384,189434891146677_1001564769933681,14,2,"2016-04-12 18:06:01",0,0,"Monkey business",NULL,NULL,0,1,0,0,1628319007495760,"Shaik Kadermaricar",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001739769916181,189434891146677_1001564769933681,14,2,"2016-04-12 20:23:00",0,0,"If she is clever how come she lost billions without report ? She is lucky .if not every day pointing fingers in the zoo.",NULL,NULL,0,6,0,0,10154245005772641,"Thomas Eng",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001755396581285,189434891146677_1001564769933681,14,2,"2016-04-12 21:03:05",0,0,"So far no one question her eligibility and ability to carry out the tasks but Ford magazine voted her as richest and powerful woman in the world but the money is belong to all singapoream not HER. HO Lee family????",NULL,NULL,0,2,0,0,10202080333287241,"Chng Chee Gem",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001770946579730,189434891146677_1001564769933681,14,2,"2016-04-12 21:39:04",0,0,"How can a clever man picked up this gal??????
From Discotheque??????",NULL,NULL,0,0,0,0,10154184725848744,"Hong Georges",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001937103229781,189434891146677_1001564769933681,14,2,"2016-04-13 03:48:02",0,0,"Primate : (abbreviation) for Prime minister Mate",NULL,NULL,0,0,0,0,10207455851289099,"Cla NG",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001950463228445,189434891146677_1001564769933681,14,2,"2016-04-13 04:24:02",0,0,"No need to think, if I still need to think, then I cannot even trust myself too!",NULL,NULL,0,0,0,0,1070965366331814,"Antony Lee",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1001978713225620,189434891146677_1001564769933681,14,2,"2016-04-13 05:45:05",0,0,"Picture means very \' tulan """,NULL,NULL,0,0,0,0,10208850159629586,"Louis R Low",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1002056053217886,189434891146677_1001564769933681,14,2,"2016-04-13 08:58:01",0,0,"Can not!",NULL,NULL,0,0,0,0,10153228821424159,"Tay Swee Hoe Simon",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1002067133216778,189434891146677_1001564769933681,14,2,"2016-04-13 09:30:04",0,0,"We don\'t need a monkey to run our reserves. This has been happening, no wonder ...I No Money. Ho Chimp MUST resign over this.  A clear cut view of the insanity of people who must be placed in a zoo instead of the corporate boardroom ! Power without responsibility leads to monkey business.",NULL,NULL,0,3,0,0,884045568390002,"Perm Khan",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1002186883204803,189434891146677_1001564769933681,14,2,"2016-04-13 14:26:02",0,0,"A big NO NO NO!!!! She had been shoooo in into Temasek, She did not build Temasek and don\'t deserve whatever title given to her. Squandering our blood and sweat money.",NULL,NULL,0,2,0,0,1109350195823154,"Low Jerry",NULL,1,NULL,"2016-06-15 06:41:05"
1001564769933681_1002202973203194,189434891146677_1001564769933681,14,2,"2016-04-13 15:13:00",0,0,"Is a disgrace to all singaporean.",NULL,NULL,0,1,0,0,10153996020457550,"William Chuah",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002016619888496,189434891146677_1002015433221948,14,2,"2016-04-13 07:24:05",0,0,"Salesman talking",NULL,NULL,0,4,0,0,1754438064835263,"Nimrod Lee",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002019536554871,189434891146677_1002015433221948,14,2,"2016-04-13 07:34:04",0,0,"to trust him is as good as eating your own shit.",NULL,NULL,0,9,0,0,10154252597049686,"Donald Liew",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002020339888124,189434891146677_1002015433221948,14,2,"2016-04-13 07:35:02",0,0,"These part-time MPs are hitching a ride on PAP bandwagon,not to serve the constituents but only to themselves.Their salary as MP,only \'sidelines\' to them.
But sadly,those70% idiots fail to see.!!!",NULL,NULL,0,13,0,0,259458304415728,"Chweeseng Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002020779888080,189434891146677_1002015433221948,14,2,"2016-04-13 07:36:03",0,0,"Cannot believe. Their pay so high.",NULL,NULL,0,3,0,0,1041214629249842,"Richard Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002024553221036,189434891146677_1002015433221948,14,2,"2016-04-13 07:42:02",0,0,no,NULL,NULL,0,2,0,0,10153690185650949,"Proff Hakim",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002027543220737,189434891146677_1002015433221948,14,2,"2016-04-13 07:50:03",0,0,"Cheat ppl feelings onli",NULL,NULL,0,2,0,0,10154237295531585,"Rafiet Mohammed",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002029046553920,189434891146677_1002015433221948,14,2,"2016-04-13 07:52:01",0,0,"Always laa...",NULL,NULL,0,0,0,0,1166714946712394,"Maito Gai",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002029603220531,189434891146677_1002015433221948,14,2,"2016-04-13 07:53:02",0,0,"What I know for a fact is that the maintenance response time is a lot slower than under WP. I see the same stains on the floor for 3 months (tho they got less visible) and days to clear bulky rubbish left at the lift lobby (tho the residents should have brought down themselves)",NULL,NULL,0,2,0,0,1022648667816740,"Eugene Tavano",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002029656553859,189434891146677_1002015433221948,14,2,"2016-04-13 07:53:03",0,0,"Frankly take all their promises with a pinch of salt.",NULL,NULL,0,1,0,0,287272438279470,"Steve Goh",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002031923220299,189434891146677_1002015433221948,14,2,"2016-04-13 08:00:01",0,0,"Fugged by the same party... muahahhahaha",NULL,NULL,0,1,0,0,10209578307444620,"Ko Tiam Wee Danny",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002036203219871,189434891146677_1002015433221948,14,2,"2016-04-13 08:14:04",0,0,"Was  he the one in the old days... who represented SIA union n the same time  SIA staffs free flight benefits was compromised ....?
Heard something like that from my friends working in SIA many years ago.
If he is the one n now as MP representing punggol...hmm.
Lol....",NULL,NULL,0,2,0,0,1724321287843253,"Patrick Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002042396552585,189434891146677_1002015433221948,14,2,"2016-04-13 08:33:01",0,0,"trust ourselves better... they wanna be MP mainly because of the millionaire salaries... no way they gonna help us...",NULL,NULL,0,6,0,0,10157121553065602,"Toby Cheong",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002044569885701,189434891146677_1002015433221948,14,2,"2016-04-13 08:39:03",0,0,"when an aircraft engineer starts dishing out professional financial opinions and you have the majority believing him,you know the stupidity level had hit a new low.

to date,i have yet to hear him explain the missing 1million he claimed was missing from puggol account....i even got lectured by my acca lecturer when i presented charles dong\'s interpretation of the accounts! even though i keep telling my lecturer, pap\'s charles dong cannot be wrong since majority voted for him!!",NULL,NULL,0,4,0,0,10153924861043096,"Jin Hahn",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002047589885399,189434891146677_1002015433221948,14,2,"2016-04-13 08:48:04",0,0,"To those who voted for him...start praying. And yes get an education too.",NULL,NULL,0,2,0,0,10210004733902853,"Mick Js",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002047846552040,189434891146677_1002015433221948,14,2,"2016-04-13 08:50:00",0,0,"Good luck... lol",NULL,NULL,0,0,0,0,10201845107485156,"Francis Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002048076552017,189434891146677_1002015433221948,14,2,"2016-04-13 08:51:00",0,0,"They have 70% what can we do",NULL,NULL,0,2,0,0,1173941279293498,"Shawn Wong",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002057289884429,189434891146677_1002015433221948,14,2,"2016-04-13 09:00:04",0,0,"Punggol East get the type of MP they had voted for. They voted with their eyes closed & their brains asleep. CC also liddat. Repent at leisure till 2020.",NULL,NULL,0,4,0,0,281197142225806,"William Choo",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002057353217756,189434891146677_1002015433221948,14,2,"2016-04-13 09:00:05",0,0,Scumbags,NULL,NULL,0,0,0,0,597054933786147,"Larry Chianglongpokun",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002062479883910,189434891146677_1002015433221948,14,2,"2016-04-13 09:17:05",0,0,"Before election many promises after disappear only think of their Million salaries. Or get as many Directorship and advisor to as many organizations and coy as possible .where there have times for you even with 4times a month. and pay 15k per month",NULL,NULL,0,2,0,0,10202080333287241,"Chng Chee Gem",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002065203216971,189434891146677_1002015433221948,14,2,"2016-04-13 09:22:05",0,0,"Blame the promiser? Blame the ppl who were so easily taken in.",NULL,NULL,0,3,0,0,1043409889083635,"Mia Liao Wah",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002065373216954,189434891146677_1002015433221948,14,2,"2016-04-13 09:23:02",0,0,"Why you worry and complain? He might be busy prying open the legs of someone\'s wife or daughter.",NULL,NULL,0,3,0,0,653377241496389,"Ray Hayes",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002083586548466,189434891146677_1002015433221948,14,2,"2016-04-13 09:46:02",0,0,"Him? I try to believe as i might and only",NULL,NULL,0,2,0,0,10201756459949146,"Desimond Lee",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002083779881780,189434891146677_1002015433221948,14,2,"2016-04-13 09:47:01",0,0,"If your boss pays you very well with no responsibility, will you go against your boss?",NULL,NULL,0,2,0,0,10208374560334394,"Dhammadassi Andrew P",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002093529880805,189434891146677_1002015433221948,14,2,"2016-04-13 10:12:05",0,0,"Aiya he busy bedding grassloot women activists. Where got time",NULL,NULL,0,3,0,0,10208776810790768,"William Chong",NULL,1,NULL,"2016-06-15 06:41:05"
1002015433221948_1002110773212414,189434891146677_1002015433221948,14,2,"2016-04-13 10:46:01",0,0,"These PAP MPs are interested of winning the single seats for that $16,000  hefty allowance a part time, besides their own personal earnings in their professions. It,s easy money from tax payers,and who would not want it. Do U think they will put their heart & soul to look into the problems of the needy in their respective constituency,and infect some of them has their representatives to take note of their respective constituency for feedback. Isn,t that a easy part time work. Anyone who is interlectual can do the job too.",NULL,NULL,0,4,0,0,819247628176124,"Donald Tham",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002130836543741,189434891146677_1002082319881926,14,2,"2016-04-13 11:53:05",0,0,"feel rich?

some asshole once said: i look at my cpf statement,i feel rich!",NULL,NULL,0,5,0,0,10153924861043096,"Jin Hahn",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002137283209763,189434891146677_1002082319881926,14,2,"2016-04-13 12:17:04",0,0,"We should ask our National development minister to look at prvite district at Bukit timah EastCoast Orchard Hollan area full of Expertriates family. 70%may be",NULL,NULL,0,2,0,0,10202080333287241,"Chng Chee Gem",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002139869876171,189434891146677_1002082319881926,14,2,"2016-04-13 12:26:04",0,0,"It belong to rich",NULL,NULL,0,1,0,0,1041214629249842,"Richard Ong",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002145123208979,189434891146677_1002082319881926,14,2,"2016-04-13 12:40:02",0,0,"dont You get the message ur Services are no longer needed Immigrate and make space for new hungerier FT they will work and Vote the Eliteway",NULL,NULL,0,2,0,0,10157014706945494,"Mubasher Ahmed",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002148279875330,189434891146677_1002082319881926,14,2,"2016-04-13 12:47:02",0,0,"""2nd Class"" citizen?",NULL,NULL,0,1,0,0,10154167741652605,"Calvin Koh",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002167333206758,189434891146677_1002082319881926,14,2,"2016-04-13 13:31:02",0,0,"Its all about Money! Money! Money! Welcome to Singapore",NULL,NULL,0,0,0,0,1719039291704154,"Ishak Aziz",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002197003203791,189434891146677_1002082319881926,14,2,"2016-04-13 14:58:00",0,0,"GREAT FEELINGS, I AM 70",NULL,NULL,0,0,0,0,10153558036076837,"Teng K.S.",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002257473197744,189434891146677_1002082319881926,14,2,"2016-04-13 17:27:05",0,0,"Why are foreigners allowed to buy GCBs?",NULL,NULL,0,0,0,0,10209841250377468,"Loke Fook Seng",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002301166526708,189434891146677_1002082319881926,14,2,"2016-04-13 19:12:00",0,0,"Rich man paradise?",NULL,NULL,0,0,0,0,10154167741652605,"Calvin Koh",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002347309855427,189434891146677_1002082319881926,14,2,"2016-04-13 20:26:00",0,0,"Soon we singaporeans will be look down by Faked Citizens . They all will lived in Highend Condos or Landed and drives Cars .  And we only lives in HDB govt flats , take public transported . Its gonna becomes a Reality . Just marked my words . We are to br Blamed ourselves ! Dumbed 69.9 % !",NULL,NULL,0,2,0,0,239933233043601,"KJ Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1002082319881926_1002579139832244,189434891146677_1002082319881926,14,2,"2016-04-14 05:02:01",0,0,"Why would an average man kill themselves by buying into such high priced items?",NULL,NULL,0,0,0,0,10153856442167669,"Samuel Tan S B",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002127953210696,189434891146677_1002120963211395,14,2,"2016-04-13 11:47:03",0,0,"Hooray! 70% voted!",NULL,NULL,0,6,0,0,1087992594596012,"Wiki Teo",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002128139877344,189434891146677_1002120963211395,14,2,"2016-04-13 11:48:03",0,0,"Yes, we r at our toes",NULL,NULL,0,0,0,0,1298994943462477,"Walter Kuah",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002128156544009,189434891146677_1002120963211395,14,2,"2016-04-13 11:48:03",0,0,"I dun expect our economy to be protectionist however when you allow foreigners into being cab drivers whereby local born and bred Singaporeans are finding it hard to make  ends meet, something is wrong somewhere in the policies churned out by the mandarins sitting in the government boards.",NULL,NULL,0,6,0,0,10153813243142981,"Melvin Wong",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002128246544000,189434891146677_1002120963211395,14,2,"2016-04-13 11:49:00",0,0,"lol,its expected.

majority voted for it is sooooo not enough to explain away this karmic butt fuck!!",NULL,NULL,0,4,0,0,10153924861043096,"Jin Hahn",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002128396543985,189434891146677_1002120963211395,14,2,"2016-04-13 11:49:03",0,0,"Getting worst for  Singaporeans",NULL,NULL,0,2,0,0,10206727651646684,"Mohd Shaib",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002131099877048,189434891146677_1002120963211395,14,2,"2016-04-13 11:54:04",0,0,"Soon it makes no difference you carry pink ic or not.",NULL,NULL,0,4,0,0,262833080744882,"Ray Cho",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002132476543577,189434891146677_1002120963211395,14,2,"2016-04-13 11:59:02",0,0,"Dont mind...at least Grab is cheaper...taxi system is too outdated in SG...",NULL,NULL,0,0,0,0,10208375950253155,"Benjamin Cheong",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002133053210186,189434891146677_1002120963211395,14,2,"2016-04-13 12:01:03",0,0,"69.9 don\'t drive taxi?",NULL,NULL,0,2,0,0,10156917155690004,"Jeff Lim",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002133946543430,189434891146677_1002120963211395,14,2,"2016-04-13 12:03:04",0,0,"Huat ah..!! Money no enuf for all..!!",NULL,NULL,0,0,0,0,10209902988670574,"Kenneth Ho",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002134653210026,189434891146677_1002120963211395,14,2,"2016-04-13 12:06:01",0,0,"Pls personally thank all your 70 percent friends.",NULL,NULL,0,5,0,0,10153527361487097,"Grace Yu",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002135139876644,189434891146677_1002120963211395,14,2,"2016-04-13 12:08:01",0,0,"They only want your vote. Once you give it to them, they\'re free to do what they want for the next five years. The problem lies not with the politicians but rather with the clueless voter.",NULL,NULL,0,6,0,0,1619523575033944,"William James Soh",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002135286543296,189434891146677_1002120963211395,14,2,"2016-04-13 12:08:05",0,0,"I am  certain there are many many cabbies who have voted for PAP. Serve them right. Hooray. They have voted themselves to compete with foreigners to earn a living.They think PAP will support them. FAT HOPE. PAP only support money making implementation. DEFINITELY not voters.",NULL,NULL,0,15,0,0,1343926158969882,"Thomas Loh",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002135319876626,189434891146677_1002120963211395,14,2,"2016-04-13 12:09:00",0,0,"Next change.... foreigners can compete for possession of your spouses.",NULL,NULL,0,6,0,0,1192174134149027,"Wak de Sono",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002135613209930,189434891146677_1002120963211395,14,2,"2016-04-13 12:09:05",0,0,"Complain complain. First complain taxi drivers\' attitudes and service and fare prices. Taxi apps comes along then all Pax happy poon pee pee. Now Grab and Uber driving jobs also open to foreigners ( workers or talents but not locals ) , passengers no more complain but kpkb. In Singapore the fittest will survives and in the end 10years down the road, taxi driving will be a full time job open to foreigners. When that day comes please don\'t complain or kpkb taxi drivers are pinoys, Banglas, ah neh, Ah Tiong or WhatLam Kia lah",NULL,NULL,0,1,0,0,1040739299296451,"Seow Eng Chye Tony",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002136263209865,189434891146677_1002120963211395,14,2,"2016-04-13 12:12:05",0,0,"Agreed now everywhere down from CEOs and Taxi drivers many of them are FT. MOm said this is our cream workforces",NULL,NULL,0,2,0,0,10202080333287241,"Chng Chee Gem",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002138846542940,189434891146677_1002120963211395,14,2,"2016-04-13 12:23:02",0,0,"And why do we need foreigners to be cab drivers, uber or otherwise?",NULL,NULL,0,4,0,0,1122188361179315,"Alex Lexus Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002140636542761,189434891146677_1002120963211395,14,2,"2016-04-13 12:29:01",0,0,"PAP minister Chan Chun Sing:""Singaporean core does not mean Singaporean only"". So Singaporean driver does not mean Singaporean only. FT also can.",NULL,NULL,0,3,0,0,591446841014588,"Diameat Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002141166542708,189434891146677_1002120963211395,14,2,"2016-04-13 12:30:02",0,0,"Having a ruling party who do not know where their roots lay is very hazardous for this island nation. The evolution of a new breed of new citizens will harm the warmth of the true blue Singaporeans. Where is the loyalty expected by all true Singaporeans. A fair deal for all well deserved citizens who built this nation. Not the foreigners who migrated to have a piece of pie which are meant for the locals and not to be pilfered by the unknown whose only purpose was to sponge on our wealth.",NULL,NULL,0,3,0,0,500924210101906,"Anthony Sim",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002141866542638,189434891146677_1002120963211395,14,2,"2016-04-13 12:31:04",0,0,"A job of the last resort is going to be robbed. Over 40s SG PMETs brace yourselves for this.",NULL,NULL,0,6,0,0,1043409889083635,"Mia Liao Wah",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002144766542348,189434891146677_1002120963211395,14,2,"2016-04-13 12:39:02",0,0,"Goody Good....don\'t KBKP.  You vote for it.  I be LMFAO if PAP win the Bukit Batok by election.  Singaporean wont change their thinking.",NULL,NULL,0,4,0,0,1701784346737862,"Kitty Tan",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002152736541551,189434891146677_1002120963211395,14,2,"2016-04-13 12:50:05",0,0,"Im sure most taxi driver voted for the PAP, so why worry?",NULL,NULL,0,6,0,0,10154205848178917,"Abdul Rahman Abu Sama",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002156299874528,189434891146677_1002120963211395,14,2,"2016-04-13 12:57:02",0,0,"Congratulations 69.9% you asked for it !",NULL,NULL,0,3,0,0,1732029553733680,"Seow Kiat Seng",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002157463207745,189434891146677_1002120963211395,14,2,"2016-04-13 13:01:02",0,0,"bukit batok will prove if sinkies r for or against this policy",NULL,NULL,0,4,0,0,1126179254109500,"Kun Tiong Chan",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002159676540857,189434891146677_1002120963211395,14,2,"2016-04-13 13:08:04",0,0,"Those taxi drivers that voted for them Orbe good ah. Serve you right . Hahahaha",NULL,NULL,0,5,0,0,637137983109796,"Alvin Yan",NULL,1,NULL,"2016-06-15 06:41:05"
1002120963211395_1002162989873859,189434891146677_1002120963211395,14,2,"2016-04-13 13:18:01",0,0,"It\'s been happening for a long time on the quiet.  I had a bad experience",NULL,NULL,0,2,0,0,10206481514267134,"Linda Toh Jay",NULL,1,NULL,"2016-06-15 06:41:05"
1002204129869745_1002210503202441,189434891146677_1002204129869745,14,2,"2016-04-13 15:42:03",0,0,"Wishing SDP best of luck!",NULL,NULL,0,5,0,0,1159018100795450,"Silvester Chua",NULL,1,NULL,"2016-06-15 06:41:05"
1002204129869745_1002219566534868,189434891146677_1002204129869745,14,2,"2016-04-13 16:17:04",0,0,"SDP all the way , knowing your enemies moves planning ahead is the key of winning this battle.
Dr Chee kana many times , he seem to grown smarter train by our forefather LKY.",NULL,NULL,0,4,0,0,1114061161992657,"Jack Toh",NULL,1,NULL,"2016-06-15 06:41:05"
