post_id	post_text	source_type_name	post_type
764051342297968642	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764064261286957057	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764072139376906242	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764069164885561344	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764102717090304000	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764102277783105537	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764101578756239360	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764100773797965824	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764100639534088192	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764100571406020609	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764099720817946624	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764108863079493632	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764107579572178944	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764120495910334464	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764118809321943040	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764115534312902669	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764114136359809025	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764120647941230592	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764131554549346304	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764145915175198720	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
764191970130468864	RT @ChannelNewsAsia: SENSATIONAL: @joschooling becomes 1st male Singapore swimmer to reach Olympic final https://t.co/UnLTXC2ZHS #Rio2016 h…	Twitter	Tweet
765063039447998464	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765062442384658433	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765062072015069184	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765061528152268801	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765060130459176960	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765059725524205568	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765059488990670848	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765059078733205504	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765069051617943552	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765067496231620608	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765066211260444672	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765065137627795456	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765065043427794944	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765064670247989248	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765076684701696000	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765073504190377984	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765104581671948288	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765156616505176064	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765170099892260864	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
765205473758851072	RT @ChannelNewsAsia: Watch 'live' as #Parliament moves a motion to congratulate @joschooling on #Rio2016 triumph https://t.co/74uErJeJ4g ht…	Twitter	Tweet
